,0
1205,"Giá gạo Thái Lan tiếp tục tăng lên mức cao nhất trong vòng gần 3 năm nay, do nhu cầu bốc xếp lớn cho các đơn đặt hàng từ Nigeria, và kỳ vọng vào chương trình can thiệp của chính phủ mới, trong khi gạo Việt Nam tiếp tục giảm trong bối cảnh nhu cầu thấp và hầu hết khách hàng chỉ đứng ngoài thị trường quan sát."
1206,"Trước đó, thông tin ăn gạo giống lúa P6 đột biến gây vô sinh được đồn thổi tại Quảng Bình đã làm cho nhiều nông dânvô cùng điêu đứng vì không thể bán được lúa do mình sản xuất ra."
1207,"Trong 1 tháng qua, giá lúa và gạo nguyên liệu giảm khoảng 350.000 đồng/tấn. Giá gạo thành phẩm giảm mạnh nhất, giảm 400.000 đồng/tấn."
1208,Việt Nam dự định sẽ xuất khẩu 6 triệu tấn gạo mỗi năm trong giai đoạn từ 2012-2015.
1209,"Nếu giá lúa gạo trên thị trường có xuống thì VFA sẽ điều hành bằng cách là mua vào để tạm trữ. Nếu giá gạo cao, VFA sẽ bán gạo tạm trữ để ổn định thị trường."
1210,Giá gạo châu Á có thể sẽ tăng hơn nữa trong vài tuần tới bởi Thái Lan đã thông báo sẽ bắt đầu mua lúa từ nông dân từ ngày 7/10 với giá bảo đảm 15.000 baht/tấn.
1211,"Tiếp tục đà hồi phục, trong tuần đầu tháng 9 giá lúa gạo tại các tỉnh ĐBSCL một lần nữa có bước tăng giá ngoạn mục sao khi lao dốc hồi cuối tháng 8, tiến sát về mức giá đỉnh đã được xác lập trước đây. Điều này làm nhiều hộ nông dân chưa kịp nắm thông tin về giá lúa gạo đã vội bán nên bị hớ (bán giá thấp), lỗ 5.000 - 6.000 đồng/giạ."
1212,Giá gạo châu Á có thể sẽ tăng hơn nữa trong vài tuần tới bởi Thái Lan đã thông báo sẽ bắt đầu mua lúa từ nông dân từ ngày 7/10 với giá bảo đảm 15.000 baht/tấn.
1213,"Trong những ngày qua, nhiều doanh nghiệp xuất khẩu gạo mua cầm chừng, các doanh nghiệp chế biến, xay xát và lái gạo không “ăn hàng”, song giá lúa gạo ở ĐBSCL vẫn ở mức cao."
1214,"Theo Phó Chủ tịch VFA, giá gạo đang trở về đúng với bản chất thị trường, vì thời điểm trước xuất hiện thông tin ảo nhằm đẩy giá."
1215,"Doanh nghiệp xuất khẩu gạo cho biết sức mua của các nhà nhập khẩu hiện nay vẫn khá yếu. Giá gạo xuất khẩu 5% tấm giảm nhẹ xuống mức 550 đô la Mỹ/tấn, sau khi tăng đến 570 - 580 USD/tấn."
1216,"UAE hiện là quốc gia tái xuất khẩu gạo lớn nhất thế giới, nhờ vị trí địa lý, hạ tầng dịch vụ phát triển và luật lệ thương mại thông thoáng."
1217,Chính phủ Thái có khả năng sẽ chào giá cao hơn nhằm khuyến khích các nhà bán lẻ tăng dự trữ gạo.
1218,"Người tiêu dùng Thái có thể phải xếp hàng để mua gạo với giá rẻ hơn được trợ cấp và bán bởi chính phủ, trong khi giá gạo cao sẽ đẩy gạo Thái ra khỏi thị trường thế giới."
1219,"Sau một tuần giá lúa gạo tại các tỉnh ĐBSCL giảm mạnh, xuống mức giá 5.400 - 5.500 đồng/kg đối với lúa IR 50404 tươi thì những ngày qua, giá lúa gạo đã quay đầu tăng giá trở lại."
1220,"Trong khi các doanh nghiệp kinh doanh gạo nội địa gom hàng bán chốt lời ngay khi giá tăng thì các doanh nghiệp lớn, đủ điều kiện xuất khẩu lại tranh thủ gom hàng cất vào kho chờ động thái từ nước xuất khẩu gạo lớn nhất thế giới là Thái Lan."
1221,Các nhà xuất khẩu gạo Thái Lan dự kiến sẽ nhóm họp với các đối tác Việt Nam và Hiệp hội Lương thực Việt Nam (VFA) vào giữa tháng 9 tới để thảo luận những tác động từ chính sách cho vay thế chấp hỗ trợ nông nghiệp mới của Chính phủ Thái Lan nhằm nâng cao thu nhập của người dân
1222,"Từ ngày 1/8 - 25/8, lượng gạo xuất khẩu của Việt Nam mới đạt 435.587 tấn, trị giá 209,55 triệu USD, thấp hơn nhiều so với dự kiến đạt 700.000 tấn."
1223,"Một số doanh nghiệp dở khóc dở cười vì nghe tin đồn thất thiệt nên đã gom gạo với giá cao. Xuất khẩu gạo đạt gần 2,4 tỉ USD."
1224,Con số Bộ Nông nghiệp và Phát triển nông thôn đưa ra trong báo cáo tháng 8 thấp hơn 100 nghìn tấn so dự báo xuất khẩu gạo 2011 tháng 7.
1225,"Diễn biến thị trường lúa gạo trong và ngoài nước trong những tháng gần đây có nhiều yếu tố tác động, trong đó nguồn cung và giá lúa gạo trong nước lên cao trong khi thị trường thế giới có nhiều yếu tố chưa ổn định đã khiến cho xuất khẩu của năm 2011 có thể có thay đổi so với dự báo của tháng trước. Do vậy dự báo xuất khẩu gạo của cả năm 2011 có thể đạt mức gần 7,3 triệu tấn, giảm hơn 100 ngàn tấn so với mức dự báo của tháng 7."
1226,Các thương nhân cho biết trong thời gian tới giá gạo tăng thêm sẽ phụ thuộc vào khách hàng có sẵn sàng bỏ tiền ra mua hàng hay không
1227,Một nhóm chuyên gia của nhà nước cho biết sản lượng gạo của Hàn Quốc được dự báo đạt mức thấp nhất 10 năm trong năm nay do đất nông nghiệp thu hẹp lại và sản lượng thấp hơn bởi điều kiện thời tiết không thuận lợi.
1228,Giá ngũ cốc trên thị trường Chicago giảm trở lại vào lúc rạng sáng 31/8 bởi triển vọng các khu vực trồng trọt chính của Mỹ sẽ có mưa.
1229,"Theo số liệu thống kê của Tổng cục Hải quan, 7 tháng đầu năm 2011 cả nước xuất khẩu 4,71 tấn gạo các loại, thu về 2,32 tỷ USD, chiếm 4,41% trong tổng kim ngạch xuất khẩu hàng hoá của cả nước (tăng 9,2% về lượng và tăng 10,81% về kim ngạch so với cùng kỳ năm ngoái)"
1230,"Hàng loạt hợp đồng thỏa thuận mua bán lúa ở các xã Phú Cường, Thạnh Lộc, huyện Cai Lậy, Tiền Giang giữa bà con nông dân và thương lái bị hủy do giá đảo chiều."
1231,"Sáng 25.8, tại xã Vọng Đông, huyện Thoại Sơn, An Giang, công ty CP bảo vệ thực vật An Giang (AGPPS) tổ chức khởi công xây dựng nhà máy chế biến gạo Thoại Sơn trên diện tích 8,2 ha, có tổng vốn đầu tư 212 tỷ đồng"
1232,"Tổng cục Thống kê ước tính, giá trị xuất khẩu gạo tháng 8 có thể đạt 284 triệu USD đưa tổng kim ngạch 8 tháng lên 2,6 tỷ USD"
1233,"Đầu tháng 8/2011, giá gạo 5% tấm xuất khẩu của Thái Lan tăng 16 đô la/tấn so với tháng 7, lên mức 538 đô la/tấn, mức giá tiếp tục được đẩy lên 550 rồi 560. Tuy nhiên, giao dịch không nhiều do tình trạng đầu cơ chờ chính sách giá mới vẫn phổ biến. Tuy nhiên, phải nói rằng tháng 8 này là tháng sôi động của thị trường lúa gạo trong nước lẫn thế giới"
1234,"Các khu vực Đông Nam Bộ, đồng bằng sông Cửu Long, sông Hồng có tốc độ đất lúa giảm mạnh nhất do chuyển đổi sang mục đích phi nông nghiệp"
1235,"Việt Nam, nước xuất khẩu gạo lớn thứ hai thế giới sau Thái Lan có thể xuất khẩu từ 7,5 triệu đến 8 triệu tấn gạo năm nay sau một dự đoán tăng sản lượng gạo hàng năm."
1236,"Thứ trưởng Bộ Công Thương Nguyễn Thành Biên cho biết, đến hết tháng 8.2011 sẽ có 65 doanh nghiệp (DN) kinh doanh xuất khẩu gạo được cấp giấy phép theo Nghị định 109, trong đó có 4 DN nước ngoài."
1237,"Chính phủ mới của Thái Lan hứa sẽ tăng mạnh giá thu mua gạo từ nông dân, bắt đầu từ vụ thu hoạch chính vào tháng 11."
1238,"Thái Lan, nước xuất khẩu gạo lớn nhất thế giới, đã ký hợp đồng bán 300.000 tấn gạo 15% tấm cho cơ quan hậu cần quốc gia Indonesia theo một hợp đồng liên chính phủ"
1239,Giá lúa giảm nhẹ 2 tuần liên tiếp do đang trong vụ thu hoạch và gạo xuất khẩu Thái Lan vẫn đứng vững trên thị trường
1240,"Tuần này, gạo xuất khẩu 5% tấm của Việt Nam chào bán với giá 570-580 USD/tấn, gạo 25% có giá 530-540 USD/tấn."
1241,"Giá ngũ cốc thế giới tuần qua tăng mạnh do nhiều yếu tố. Thời tiết xấu ở vùng trung tây nước Mỹ đẩy giá ngô và đậu tương tăng mạnh, với giá đậu tương tăng 2,4%, lúa mì tăng 4% và ngô tăng 3,3%."
1242,"Giá lúa gạo tại các tỉnh ĐBSCL lại phá vỡ kỷ lục cũ để lập một kỷ lục mới, với mức giá gần 7.000 đồng/kg đối với lúa cấp thấp IR 50404. Đây là mức giá cao nhất từ trước đến nay, với mức giá này, bà con nông dân trồng lúa hưởng được mức lợi nhuận lên đến 50-60% chứ không phải là 30% như các năm trước."
1243,Festival lúa gạo lần thứ hai sẽ diễn ra trong thời gian từ ngày 8 đến 11/11/2011 tại tỉnh Sóc Trăng. Đây là dịp quảng bá tiềm năng thương hiệu gạo ĐBSCL.
1244,"Giá lúa hạ nhiệt do hiện đang giữa mùa thu hoạch. Tuy nhiên, nhu cầu nóng từ khách hàng nhập khẩu gạo Việt Nam khiến giá gạo thành phẩm tiếp tục tăng."
1245,"Hàng trăm tin nhắn nhảm, đồn thổi Việt Nam ký hợp đồng xuất khẩu 500.000 tấn gạo sang Indonesia và Malaysia gửi tới lãnh đạo doanh nghiệp xuất khẩu gạo làm các đơn vị này đổ xô đi thu gom."
1246,Thái Lan sẵn sàng thảo luận với Việt Nam để bình ổn giá gạo và củng cố hợp tác giữa hai quốc gia trên thị trường ngũ cốc thế giới.
1247,"Ngày 22.8, tại An Giang, thứ trưởng Bộ NN - PTNT Bùi Bá Bổng và lãnh đạo ngành nông nghiệp 13 tỉnh, thành ĐBSCL đã sơ kết quá trình xây dựng “Cánh đồng mẫu lớn” tại khu vực ĐBSCL."
1248,Giá lúa hè thu đang ở mức kỷ lục: 7.000đ/kg. Nguy cơ bị vỡ thoả thuận giữa doanh nghiệp và nông dân bắt đầu xuất hiện.
1249,"Giá gạo Việt Nam tiếp tục tăng trong tuần này được hỗ trợ bởi ký thêm được hợp đồng lớn với Philippines, trong khi gạo Thái Lan tiếp tục tăng do nhu cầu mua mạnh liên quan tới việc chính phủ mới cam kết tăng giá can thiệp"
1250,"Xuất khẩu gạo của Thái Lan đang tăng lên, do thương nhân Việt Nam hủy bỏ các giao dịch xuất khẩu gạo hoặc yêu cầu người mua đàm phán lại hợp đồng vì giá gạo tại Việt Nam tăng biến động những ngày qua."
1251,Gạo 5% tấm xuất khẩu của Việt Nam hiện giá chào bán lên tới 545-560 USD/tấn (FOB) trong khi gạo cùng loại của Thái Lan chào giá 555 USD/tấn.
1252,"Trong nửa đầu tháng 8, giá chào bán gạo xuất khẩu của Việt Nam tăng từ 7-9% tùy loại, trong khi giá gạo Thái Lan tăng từ 5-6%."
1253,"Với đà tăng liên tục vừa qua, giá gạo xuất khẩu nước ta đầu tuần này đã vượt giá của Thái Lan tới 20 USD/tấn, khiến khách hàng quay trở lại tìm nguồn cung từ nước bạn."
1254,"Nông dân vùng đồng bằng sông Cửu Long (ĐBSCL) đã thu hoạch được gần 1 triệu ha trên tổng số 1,75 triệu ha lúa hè thu. Giá lúa đang ở mức cao kỷ lục, nhưng nông dân dè dặt bán lúa, còn thương lái thì có dấu hiệu đầu cơ để chờ giá."
1255,"Nga, Kazakhstan và Ukraine đều nâng ước tính sản lượng thu hoạch trong khi sản lượng tại Mỹ xuống mức thấp nhất trong 4 năm."
1256,"Chính phủ cho biết sản lượng lúa của Philippines được thiết lập mức kỷ lục 17,29 triệu tấn năm nay mặc dù thấp hơn chút ít so với dự báo trước đó, là nền tảng vững chắc đối với tăng trưởng trong lĩnh vực nông nghiệp trong nửa đầu năm 2011."
1257,"Lần thứ 2 trong năm nay giá gạo Việt Nam vượt giá gạo Thái Lan, nhưng nhiều doanh nghiệp trong ngành gạo lại đang lo lắng nhiều hơn là vui mừng vì chưa kịp hưởng giá bán cao thì giá gạo nguyên liệu lại tăng vùn vụt. Chưa kể, nhiều đơn hàng có khả năng sẽ “chảy ngược” từ Việt Nam sang các nhà xuất khẩu Thái Lan."
1258,Chương trình này sẽ được thực hiện cho đến khi giá lúa gạo trên thị trường bằng hoặc cao hơn giá mà chính phủ đưa ra.
1259,"Việt Nam, nhà xuất khẩu gạo lớn hai thế giới, có thể mở kho dự trữ gạo để làm dịu thị trường nội địa, sau khi nhu cầu xuất khẩu tăng cao đẩy giá gạo trong nước lên mức cao kỷ lục."
1260,"Giá ngô, đậu tương và lúa mì đã tăng, dấu hiệu chi phí cao hơn cho lương thực và nhiên liệu sinh học sau khi chính phủ cho biết nông dân Hoa Kỳ sẽ thu hoạch cây trồng thấp hơn dự báo tháng trước do đợt nóng gây thiệt hại."
1261,"Ngày 1/10/2011, Nghị định 109/2010/NĐ-CP về kinh doanh xuất khẩu gạo sẽ chính thức có hiệu lực, khi đó nhiều doanh nghiệp không đủ điều kiện xuất khẩu sẽ bị loại khỏi cuộc chơi."
1262,"Giá ngũ cốc trên thị trường thế giới sáng nay 11/8 giảm do USD tăng giá sau cuộc họp giữa hai tổng thống Đức và Pháp, làm dấy lên hy vọng về hướng giải quyết cuộc khủng hoảng nợ khu vực đồng euro, tạo đà cho đồng euro hồi phục mạnh."
1263,"Các thị trường chính là Philippines, Malaysia, Indonesia, Bangladesh, Đông Timor), thị trường châu Phi, Trung Đông, châu Âu, châu Đại Dương."
1264,"Hôm 15/8 chính phủ cho biết sản lượng lúa của Philippine nửa cuối năm được dự báo tăng 6,2% so với năm trước đạt 9,72 triệu tấn, đưa sản lượng của cả năm lên 17,29 triệu tấn thấp hơn chút ít so với dự báo trước đó."
